naive_did,abadie_lgbm_result,dmldid_lgbm_result
9.600399297541669,6.416627238654387,2.409019049727662
9.433971624324052,6.059567713345143,1.8244415325211323
8.936517956483208,5.84358301424003,2.4927072384714823
9.830085577242585,6.285134015783868,2.290531384359598
9.508261183102949,6.273937538912795,2.3170295646287924
9.638539996300139,6.144470725478466,2.1204734265580094
9.429199709409907,5.947454777010247,2.5835390514059933
10.06346165198491,6.395405507212512,2.5378455104919846
9.751308099697209,6.185080379425065,2.597348015444388
9.386026834691535,6.0145464680348155,2.521674444890283
10.026124395343217,6.573937284843395,2.5723699890141294
9.723544953129492,6.384191832810706,1.958977945401993
9.54889720626761,5.80837853918759,2.34964197356712
9.399189891237725,6.202718554967509,2.6311580534086785
9.751763320670445,6.168644508243665,2.1220417595911565
9.370990585742648,6.051536108966037,2.098634442211546
9.87308377749537,6.159514405972454,2.3721129389678053
9.51123874193221,6.040635640294002,2.799599310419259
9.801404877747022,6.421086756788982,2.412662606064448
10.104449381513884,6.482104916515296,2.3368020982539255
9.509281437727553,6.062822690503795,2.3934098605496494
9.544598979409145,5.935225220488618,2.2418115089959914
9.665593291677027,6.0146415086628595,2.4179456004963393
9.779327396042095,6.38457297464144,2.355388316240563
9.654272745974978,6.100815445442388,2.4982142602938913
9.748890518472173,6.29806135204744,2.3845038283903612
9.87087662403167,6.231136980340403,2.3182492354704065
9.607252608663416,6.2728914055710465,2.5224578638802484
9.744089794030058,6.229993685114605,2.199179480177501
10.340673984093879,6.6689168609070535,2.17478317436031
9.151617038753503,6.188827020920605,2.5842484421973433
10.175337169410842,6.734034899620572,2.473615824277199
9.358119871513173,5.954600645119562,2.5470750650547416
9.833040282616283,6.372349534643431,2.2586311012658324
9.46080152593616,6.351085608423366,2.385092535274002
9.108636939498325,5.956161632017838,2.608225082979791
9.838315445765865,6.212494779493475,2.0925721082638704
9.98869608591931,6.461235860141338,2.5339121646329366
9.44392381384424,6.103022276924063,2.6790775046110245
